campus_id,campus,state,course_code,market_opportunity,tier,paid_competitors_found,intro1_competitors_found,local_competitors_found,course_specific_competitors,strongest_competitor,strongest_competitor_type,strongest_competitor_price,proven_paid_market,intro_accounting_paid_market_status,paid_academic_market_status,market_validation,university_free_support,competitor_ads_observed,general_accounting_ads_observed,brand_conquest_candidate,nonbrand_search_candidate,top_competitor_keyword_1,top_competitor_keyword_2,top_nonbrand_keyword_1,top_nonbrand_keyword_2,searches_run,sources,data_confidence
b35abe46-764e-4b10-9cb4-d3523dd1a2ee,Clemson University,SC,ACCT 2010,90.1,1,18,17,7,3,acct2001.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCT 2010 exam 1,ACCT 2010 practice exam,13,tutoringprof.com; universitytutor.com; com.au; frogtutoring.com; wizeprep.com; unifers.ai; quizlet.com; gradebuddy.com,high
d00ecc4b-16fa-4f3e-839e-416e675b03e1,Utah Valley University,UT,,90,1,10,7,3,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,Wize Prep,Wize Prep accounting,Utah Valley University financial accounting exam,Utah Valley University accounting tutoring,8,vaia.com; breakroom.cc; studocu.com; coursehero.com; becker.com; tandfonline.com; cliffsnotes.com; lightcastcc.com,high
02a82fbc-c702-4940-aa81-aedf19bf0140,University of Iowa Iowa,IA,,89.6,1,5,3,1,0,accounting.com,LOCAL_CAMPUS_TUTORING,$37; $7; $6; $11; $18; $19; $0; $10,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,accounting.com,accounting.com accounting,University of Iowa Iowa financial accounting exam,University of Iowa Iowa accounting tutoring,8,universitytutor.com; acm.org; coursehero.com; ncsl.org; accounting.com,high
e1ac1805-88fb-467c-a56e-b5a4314dbe2a,"Calif State Univ, Northridge",CA,,89.2,1,9,3,0,0,UniversityTutor,TUTOR_MARKETPLACE,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,"Calif State Univ, Northridge financial accounting exam","Calif State Univ, Northridge accounting tutoring",8,universitytutor.com; finalsite.net; co.uk; fireflytutors.com; princetonreview.com; wyzant.com; geoscienceworld.org; yumpu.com,high
76eb1308-7c24-45e6-b436-aef5a7dc40af,University of Houston - Downtown,TX,ACC 2301,89.1,1,14,12,2,2,acct2301.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,acct2301.com,acct2301.com accounting,ACC 2301 exam 1,ACC 2301 practice exam,13,varsitytutors.com; universitytutor.com; coursehero.com; articlegateway.com; scribd.com; cliffsnotes.com; giftplans.org; quizlet.com,high
feab5578-893a-48c1-88c4-f4dc7616ac79,Indiana University Bloomington,IN,BUS-A 201,89,1,16,14,3,0,busa201.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,FrogTutoring,FrogTutoring accounting,BUS-A 201 exam 1,BUS-A 201 practice exam,13,frogtutoring.com; varsitytutors.com; studocu.com; quizlet.com; docsity.com; coursehero.com; stuvia.com; busa201.com,high
ae339230-577e-4569-a7d1-d1e45d1cfe91,University of Kentucky,KY,ACC 201,88.9,1,19,13,5,3,acc201uky.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,acc201uky.com,acc201uky.com accounting,ACC 201 exam 1,ACC 201 practice exam,13,acc201uky.com; wyzant.com; universitytutor.com; quizlet.com; coursehero.com; studocu.com; unlvbap.org; teacheron.com,high
1a4b48eb-1f7f-4ac6-bf8a-c5d7434ce1fa,Penn State University Univ,PA,ACCTG 201,87.6,1,16,14,4,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCTG 201 exam 1,ACCTG 201 practice exam,13,finalsite.net; studylib.net; zenodo.org; dokumen.pub; scribd.com; studocu.com; psututor.com; quizlet.com,high
48d46940-2cd8-4cfd-a9a3-b4c00bd3f9bc,University of North Texas,TX,ACCT 2010,87.6,1,20,18,8,3,acct2001.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCT 2010 exam 1,ACCT 2010 practice exam,13,frogtutoring.com; princetonreview.com; amazonaws.com; coursehero.com; cliffsnotes.com; tutoringprof.com; wizeprep.com; studysoup.com,high
36fe540d-615e-48f4-a8e6-1d3658ba2497,Appalachian State Univ,NC,,87.6,1,9,6,2,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,theappalachianonline.com,theappalachianonline.com accounting,Appalachian State Univ financial accounting exam,Appalachian State Univ accounting tutoring,8,varsitytutors.com; universitytutor.com; theappalachianonline.com; coursehero.com; princetonreview.com; frogtutoring.com; superprof.com; studocu.com,high
faa7ada5-f035-43db-acbe-b76cf60cd37b,DePaul University,IL,,87.6,1,8,6,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,DePaul University financial accounting exam,DePaul University accounting tutoring,8,varsitytutors.com; universitytutor.com; frogtutoring.com; quizlet.com; coursehero.com; studocu.com; yumpu.com; wyzant.com,high
390be85e-40fa-4a5f-beba-45d794270644,Indiana University,IN,BUS-A 201,87.3,1,18,17,4,0,busa201.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,FrogTutoring,FrogTutoring accounting,BUS-A 201 exam 1,BUS-A 201 practice exam,13,bloomingtontutors.com; campusts.com; frogtutoring.com; upswing.io; quizlet.com; docsity.com; studocu.com; busa201.com,high
044c2f7d-7367-4634-8fb2-477920113a56,Univ of Central Florida,FL,ACC 201,87.1,1,25,20,7,3,acc201uky.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,acc201uky.com,acc201uky.com accounting,ACC 201 exam 1,ACC 201 practice exam,13,wyzant.com; varsitytutors.com; superprof.com; tutoringprof.com; quizlet.com; studysoup.com; acc201uky.com; unlvbap.org,high
98098d5c-fe07-4462-9efb-b7657f81a3c3,Michigan State University East,MI,,86.8,1,4,3,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Michigan State University East financial accounting exam,Michigan State University East accounting tutoring,8,wyzant.com; universitytutor.com; coursehero.com; tutorselect.com,high
2898a6d1-7e5e-45ae-a221-6aee05a9dc2f,Temple University,PA,ACCT 2101,86.8,1,15,13,5,4,acct2101uga.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2101uga.com,acct2101uga.com accounting,ACCT 2101 exam 1,ACCT 2101 practice exam,13,joinknack.com; varsitytutors.com; ac.jp; frogtutoring.com; studocu.com; coursehero.com; quizlet.com; cliffsnotes.com,high
7b92a320-b196-43f2-a241-77a0805816fe,University of Mississippi,MS,ACCY 201,86.7,1,19,12,6,1,accy201.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,accy201.com,accy201.com accounting,ACCY 201 exam 1,ACCY 201 practice exam,13,frogtutoring.com; superprof.com; varsitytutors.com; tutoringprof.com; cpajournal.com; coursehero.com; accy201.com; learnworlds.com,high
9cc7b731-363b-45cf-b371-efd7f04efb3f,University of Wisconsin–Madison,WI,ACCT IS 100,86.6,1,23,22,4,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,FrogTutoring,FrogTutoring accounting,ACCT IS 100 exam 1,ACCT IS 100 practice exam,13,frogtutoring.com; princetonreview.com; tutoringprof.com; bufftutor.com; superprof.ng; varsitytutors.com; coursehero.com; quizlet.com,high
ae2ba2d1-a457-42b0-840d-83d83a6ad39b,University of South Florida,FL,ACG 2021,85.9,1,20,15,9,4,acg2021fiu.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acg2021fiu.com,acg2021fiu.com accounting,ACG 2021 exam 1,ACG 2021 practice exam,13,joinknack.com; crambetter.com; varsitytutors.com; princetonreview.com; coursehero.com; studysoup.com; stuvia.com; acg2021fiu.com,high
1cc90976-6fa5-4b05-9db0-1893f95c0e05,Grand Valley State Univ Grand,MI,ACC 212,85.5,1,11,8,1,3,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACC 212 exam 1,ACC 212 practice exam,13,studylib.net; quizlet.com; cliffsnotes.com; scribd.com; studocu.com; coursehero.com; yumpu.com; docsity.com,high
9d92ff92-0651-441b-94ca-4e6ca696bafe,Grand Valley State University Allendal,MI,,85.5,1,2,0,0,0,proquest.com,INDIVIDUAL_OR_LOCAL,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,GVSU financial accounting exam,GVSU accounting tutoring,8,proquest.com; johnsoncenter.org,high
28a1f84d-2dcf-4376-a654-79b5af45fbac,San Diego State University San,CA,ACCT 100,85.4,1,13,13,1,2,acct2001.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2001.com,acct2001.com accounting,ACCT 100 exam 1,ACCT 100 practice exam,13,wyzant.com; vaia.com; tutors-on-call.com; scribd.com; studocu.com; quizlet.com; coursehero.com; docsity.com,high
77721583-6490-42e1-af25-c92ac0c829af,Western Michigan University,MI,,85.2,1,8,6,2,0,FrogTutoring,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Western Michigan University financial accounting exam,Western Michigan University accounting tutoring,8,varsitytutors.com; wyzant.com; coursehero.com; princetonreview.com; frogtutoring.com; studysoup.com; wizeprep.com; quizlet.com,high
d3e38c3b-56de-4640-9ae5-5b2edb9e313f,Texas A&M University Coll,TX,ACCT 209/229/640,85,1,13,10,4,2,acct209.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct209.com,acct209.com accounting,ACCT 209/229/640 exam 1,ACCT 209/229/640 practice exam,13,varsitytutors.com; princetonreview.com; acct209.com; acct229.com; wyzant.com; aplustutoring.ws; atmtutoring.com; thebatt.com,high
42c3eddd-939e-48ae-ba21-2d04bdadb84e,Florida Atlantic University,FL,ACG 2021,84.9,1,16,13,6,3,acg2021fiu.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acg2021fiu.com,acg2021fiu.com accounting,ACG 2021 exam 1,ACG 2021 practice exam,13,wyzant.com; varsitytutors.com; tutorocean.com; frogtutoring.com; vengeanceracing.net; coursehero.com; yumpu.com; acg2021fiu.com,high
7874a5d5-5dcd-4a2d-8a6f-77e62b44078c,Illinois State University,IL,,84.7,1,7,5,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Illinois State University financial accounting exam,Illinois State University accounting tutoring,8,varsitytutors.com; quizlet.com; coursehero.com; studysoup.com; frogtutoring.com; princetonreview.com; tutorselect.com,high
4c5126b1-3fe0-48fe-a1db-1e41d06e4642,University of Florida,FL,ACG 2021,84.6,1,21,18,6,5,acg2021fiu.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acg2021fiu.com,acg2021fiu.com accounting,ACG 2021 exam 1,ACG 2021 practice exam,13,automatictutoring.com; joinknack.com; frogtutoring.com; wyzant.com; superprof.com; universitytutor.com; gleim.com; coursehero.com,high
134547c6-fcf2-4a0f-9c0c-6612fb4408dc,University of Delaware,DE,ACCT 207,84.6,1,17,14,5,4,acct229.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCT 207 exam 1,ACCT 207 practice exam,13,frogtutoring.com; princetonreview.com; tutoringprof.com; superprof.ng; quizlet.com; studocu.com; wizeprep.com; coursehero.com,high
7325256b-319c-4948-b5a0-5f2016f38dca,San Diego State University,CA,ACCTG 201,84.5,1,16,15,5,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,Wize Prep,Wize Prep accounting,ACCTG 201 exam 1,ACCTG 201 practice exam,13,wyzant.com; graduatetutor.com; varsitytutors.com; aplusreview.com; frogtutoring.com; merithub.com; coursehero.com; studocu.com,high
349eaec1-12e2-4168-888f-9371ce7a828e,Boise State University,ID,,84.4,1,3,3,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Boise State University financial accounting exam,Boise State University accounting tutoring,8,frogtutoring.com; quizlet.com; coursehero.com,high
6f5f6dd5-04f8-49df-b326-6bd2851e5d9c,"Calif State Univ, Fullerton",CA,,84.1,1,4,1,0,0,TutorSelect,TUTOR_MARKETPLACE,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,"Calif State Univ, Fullerton financial accounting exam","Calif State Univ, Fullerton accounting tutoring",8,tutorselect.com; annualreviews.org; voiceofoc.org; aag.org,high
39e11bf9-6201-41d5-8c50-489b8259032a,University of Iowa,IA,ACCT:2100,84,1,12,10,4,4,acct2100.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2100.com,acct2100.com accounting,ACCT:2100 exam 1,ACCT:2100 practice exam,13,varsitytutors.com; tutoringprof.com; quizlet.com; coursehero.com; studocu.com; acct2100.com; wizeprep.com; scribd.com,high
21cad3ab-fb66-4efb-b338-430cbbdd41e9,"University of Nevada, Las Vegas",NV,ACC 201,83.7,1,23,18,9,3,acc201uky.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,Wize Prep,Wize Prep accounting,ACC 201 exam 1,ACC 201 practice exam,13,frogtutoring.com; universitytutor.com; wyzant.com; vaia.com; tipro.org; coursehero.com; wizeprep.com; quizlet.com,high
faad6039-be72-4f5c-8ad5-ca7b95e2889f,University of Texas at Austin,TX,ACC 311,83.6,1,22,19,4,3,acc311.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,Wize Prep,Wize Prep accounting,ACC 311 exam 1,ACC 311 practice exam,13,wyzant.com; universitytutor.com; varsitytutors.com; tutorocean.com; tutoringprof.com; wizeprep.com; coursehero.com; cliffsnotes.com,high
9242c526-7842-4b60-b13f-34a6589c8e55,Wayne State University,MI,,83.4,1,8,5,1,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,VALIDATED_PAID_MARKET,YES,NO,NO,YES,PARTIAL,FrogTutoring,FrogTutoring accounting,Wayne State University financial accounting exam,Wayne State University accounting tutoring,8,frogtutoring.com; varsitytutors.com; wyzant.com; stuvia.com; coursehero.com; princetonreview.com; tutorocean.com; studocu.com,high
e7fff2aa-78fe-459f-9211-2584fae1f5ee,Texas Tech University,TX,ACCT 2300,83.3,1,17,16,3,3,acct2300.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2300.com,acct2300.com accounting,ACCT 2300 exam 1,ACCT 2300 practice exam,13,frogtutoring.com; universitytutor.com; quizlet.com; coursehero.com; docsity.com; cliffsnotes.com; stuvia.com; coursesidekick.com,high
f264082f-29ce-459e-806b-2a4d94fd40b6,Un of Massachusetts Amherst,MA,,83.1,1,10,7,1,2,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,ecampus.com,ecampus.com accounting,Un of Massachusetts Amherst financial accounting exam,Un of Massachusetts Amherst accounting tutoring,8,wyzant.com; princetonreview.com; superprof.rw; coursehero.com; docsity.com; studocu.com; ecampus.com; superprof.com,high
b4b6aba9-702e-4bdf-8541-90e566653ee1,University of Tampa,FL,,82.9,1,12,10,2,2,Wize Prep,MULTI_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,Wize Prep,Wize Prep accounting,University of Tampa financial accounting exam,University of Tampa accounting tutoring,8,wyzant.com; superprof.com; universitytutor.com; princetonreview.com; quizlet.com; pearson.com; coursehero.com; tutorselect.com,high
3888d1aa-8bf8-4ca7-9b42-6e1528b5972f,Kennesaw State University,GA,ACCT 2101,82.8,1,15,13,6,5,acct2101uga.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct2101uga.com,acct2101uga.com accounting,ACCT 2101 exam 1,ACCT 2101 practice exam,13,frogtutoring.com; joinknack.com; varsitytutors.com; coursehero.com; quizlet.com; studocu.com; acct2101uga.com; scribd.com,high
1c22f607-dc5c-494b-b75a-331432771695,San Jose State University San,CA,,82.8,1,6,6,5,0,urbansitter.com,LOCAL_CAMPUS_TUTORING,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,urbansitter.com,urbansitter.com accounting,San Jose State University San financial accounting exam,San Jose State University San accounting tutoring,8,urbansitter.com; toeflsaudi.org; universitytutor.com; smapse.com; msmunify.com; askfilo.com,high
7c7090fb-dd70-4435-bafc-a5504af4d3f2,Univ of Nebraska-Lincoln,NE,,82.5,1,8,7,2,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,bufftutor.com,bufftutor.com accounting,Univ of Nebraska-Lincoln financial accounting exam,Univ of Nebraska-Lincoln accounting tutoring,8,bufftutor.com; quizlet.com; coursehero.com; com.ph; cliffsnotes.com; superprof.com; nescpa.org; docsity.com,high
60e3b6bc-611e-4254-8b7c-7e8b45412159,George Mason University,VA,ACCT 203,82.5,1,11,11,3,1,Course Hero,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,FrogTutoring,FrogTutoring accounting,ACCT 203 exam 1,ACCT 203 practice exam,13,wyzant.com; frogtutoring.com; joinknack.com; quizlet.com; coursehero.com; gyanbooks.com; studocu.com; docsity.com,high
7f9727f8-72ca-414d-9192-c8b52566450f,University of North Carolina at Charlotte,NC,ACCT 2121,82.4,1,22,20,2,2,Scribd,NOTES_MARKETPLACE,,HIGH,STRONG,STRONG,CROWDED,YES,YES,YES,YES,YES,FrogTutoring,FrogTutoring accounting,ACCT 2121 exam 1,ACCT 2121 practice exam,13,frogtutoring.com; universitytutor.com; dbachronicles.org; scribd.com; cliffsnotes.com; edubirdie.com; numerade.com; quizlet.com,high
26fec746-f7a8-48d0-8ac6-3bda7c78d82f,North Carolina State University,NC,ACC 210,82.3,1,21,19,5,2,acc210.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acc210.com,acc210.com accounting,ACC 210 exam 1,ACC 210 practice exam,13,frogtutoring.com; acc210.com; superprof.pk; wyzant.com; princetonreview.com; universitytutor.com; coursehero.com; quizlet.com,high
942c7c2b-196c-4158-8d12-42f518ed998a,Calif State Poly U-Pomona,CA,,82.2,1,4,3,0,0,silo.tips,INDIVIDUAL_OR_LOCAL,,LOW,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,Calif State Poly U-Pomona financial accounting exam,Calif State Poly U-Pomona accounting tutoring,8,silo.tips; scribd.com; collegemoneymethod.com; studylib.net,high
a2d4e198-012c-4b71-98a8-9bd851f8d6cf,CUNY-Brooklyn College,NY,,82,1,10,4,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,NO,PARTIAL,,,CUNY-Brooklyn College financial accounting exam,CUNY-Brooklyn College accounting tutoring,8,wyzant.com; varsitytutors.com; studypool.com; universitytutor.com; edworkingpapers.com; coursehero.com; quizlet.com; princetonreview.com,high
318d6a61-b955-4242-9b0c-1c471a14791a,Franklin University,OH,,81.9,1,7,6,0,1,Course Hero,NOTES_MARKETPLACE,,HIGH,MODERATE,WEAK,WHITE_SPACE,YES,NO,NO,YES,PARTIAL,Becker,Becker accounting,Franklin financial accounting exam,Franklin accounting tutoring,8,varsitytutors.com; universitytutor.com; superprof.com; degreeforum.net; cliffsnotes.com; coursehero.com; becker.com,high
4faf28e4-be37-4940-9769-5cb89ca311ca,Montclair State University,NJ,ACCT201,81.8,1,19,18,4,4,acct201a.com,COURSE_SPECIFIC_SITE,,HIGH,STRONG,STRONG,CROWDED,YES,NO,NO,YES,YES,acct201a.com,acct201a.com accounting,ACCT201 exam 1,ACCT201 practice exam,13,superprof.com; frogtutoring.com; universitytutor.com; wyzant.com; quizlet.com; coursehero.com; studysoup.com; acct201a.com,high
b6129ff5-854a-4a3e-a4f3-96572aef3fab,Texas Christian University Fort,TX,,81.7,1,4,3,1,0,edumaritime.net,LOCAL_CAMPUS_TUTORING,,MEDIUM,STRONG,STRONG,CROWDED,YES,NO,NO,YES,PARTIAL,edumaritime.net,edumaritime.net accounting,Texas Christian University Fort financial accounting exam,Texas Christian University Fort accounting tutoring,8,wyzant.com; edumaritime.net; sagepub.com; springer.com,high
