campus,chapter,council,candidate_legal_name,candidate_ein,candidate_city,candidate_state,candidate_entity_type,match_score,match_confidence,name_evidence,location_evidence,group_exemption_evidence,designation_evidence,recommended_action,source
University of Alabama,Kappa Kappa Gamma,Panhellenic,EPSILON SIGMA HOUSE CORPORATION OF KAPPA KAPPA GAMMA FATERNITY,541055296,TUSCALOOSA,AL,HOUSE_CORPORATION,73,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",campus city match (TUSCALOOSA),,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Kappa Gamma,Panhellenic,EPSILON PHI HOUSE CORP OF KAPPA KAPPA GAMMA,592021459,TUSCALOOSA,AL,HOUSE_CORPORATION,73,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",campus city match (TUSCALOOSA),,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Kappa Gamma,Panhellenic,BETA THETA HOUSE CORPORATION OF KAPPA KAPPA GAMMA FRATERNITY,730738019,TUSCALOOSA,AL,HOUSE_CORPORATION,73,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",campus city match (TUSCALOOSA),,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Kappa Gamma,Panhellenic,BETA CHI HOUSE CORPORATION OF KAPPA KAPPA GAMMA,820640644,TUSCALOOSA,AL,HOUSE_CORPORATION,73,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",campus city match (TUSCALOOSA),,,REVIEW,IRS_EO_BMF
University of Florida,Phi Kappa Psi,ifc,PHI KAPPA PSI FLORIDA ALPHA INC,592982321,TALLAHASSEE,FL,UNKNOWN,63,MEDIUM_CONFIDENCE,"org name ""Phi Kappa Psi"" present as a phrase",same state only,,"designation ""Florida Alpha"" present",REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,TALLASYLACA CHAPTER OF KAPPA ALPHA PSI FOUNDATION,204144568,SYLACAUGA,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,ANNISTON PIEDMONT ALUMNI CHAPTER OF KAPPA ALPHA PSI INC,510196167,ANNISTON,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Chi Omega,Panhellenic,ALPHA BETA OF CHI OMEGA HOUSE CORPORATION,630832330,AUBURN,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,BIRMINGHAM ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY INC,237279445,BIRMINGHAM,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,TUSCALOOSA ALIMNI KAPPA ALPHA PSI FOUNDATION,465119094,DEMOPOLIS,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,THE NORTHPORT AL ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,521229199,NORTHPORT,AL,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,KAPPA ALPHA PSI GUIDE RIGHT FOUNDATION OF MONTGOMERY INC,800074492,MONTGOMERY,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Kappa Alpha Psi,NPHC,ALABASTER-PELHAM ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,883099068,PLEASANT GRV,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Gamma,Panhellenic,DELTA GAMMA ALUMNI ASSOCIATION,333007796,HUNTSVILLE,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Zeta Phi Beta,NPHC,ALABAMA ASSOC ZETA PHI BETA SORORITY INC FOUNDATION,900516861,HOOVER,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Zeta Phi Beta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Pi Beta Phi,Panhellenic,ALABAMA ALPHA OF PI BETA PHI HOUSE CORPORATION INC,581948475,HOOVER,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Gamma Delta,Panhellenic,MONTGOMERY ALUMNAE CHAPTER OF ALPHA GAMMA DELTA FRATERNITY,310971825,MONTGOMERY,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Gamma Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Pi Beta Phi,Panhellenic,ALABAMA GAMMA OF PI BETA PHI HOUSE ASSOCIATION INCORPORATED,237091513,OPELIKA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Beta Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Alpha Epsilon,IFC,ALABAMA IOTA OF SIGMA ALPHA EPSILON ALUMNI ASSOCIATION,452463705,BIRMINGHAM,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Alpha Epsilon"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Phi Beta Sigma,NPHC,BETA EPSILON SIGMA CHAPTER FOUNDATION OF PHI BETA SIGMA FRAT,471593450,HUNTSVILLE,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Beta Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Tau Omega,IFC,ALPHA TAU OMEGA HOUSE CORPORATION THETA ETA CHAPTER,850824093,FLORENCE,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Tau Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Phi Beta Sigma,NPHC,ALPHA CHI SIGMA ALUMNI CHAPTER PHI BETA SIGMA FRATERNITY INC,932655240,DOTHAN,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Beta Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Delta Delta,Panhellenic,DELTA MU CHAPTER OF DELTA DELTA DELTA FRATERNITY HOUSE ASSOCIATION,636053401,CAMDEN,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Delta Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Chi,IFC,AUBURN DELTA CHI ALUMNI CONTROL BOARD INC,630837474,MOBILE,AL,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Pi Kappa Alpha,IFC,PI KAPPA ALPHA FRATERNITY,636061057,AUBURN,AL,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Pi Kappa Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Nu,IFC,IOTA LAMBDA HOUSE CORPORATION OF SIGMA NU FRATERNITY INC,334734684,JACKSONVILLE,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Nu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Phi Alpha,NPHC,DELTA THETA LAMBDA CHAPTR EDUCATION FOUNDATION ALPHA PHI ALPHA FRAT,631209004,NORMAL,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Phi Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Delta Delta,Panhellenic,PHI THETA CHAPTER HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,264795406,AUBURN,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Delta Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Chi,IFC,DELTA CHI ALUMNI-ACTIVE FRATERNAL ASSOCIATION AND HOUSING CORP,581922583,MONTEVALLO,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Delta Chi,IFC,TROY DELTA CHI EDUCATION FOUNDATION,851864576,DOTHAN,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Phi Kappa Sigma,IFC,PHI KAPPA SIGMA ALUMNI ASSN OF SOUTH ALABAMA,383910200,MOBILE,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Kappa Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Chi,IFC,SIGMA CHI FOUNDATION AT AUBURN UNIVERSITY INC,593024291,BIRMINGHAM,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Chi,IFC,SIGMA CHI HOUSE CORP OF TROY STATE UNIVERSITY,630847855,PIKE ROAD,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Nu,IFC,SIGMA NU BUILDING BETA THETA CHAPTER,237153933,AUBURN,AL,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Sigma Nu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Phi Alpha,NPHC,ALABAMA DISTRICT EDUCATIONAL FOUNDATION - ALPHA PHI ALPHA FRATE,474859126,HOOVER,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Phi Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Arkansas,Chi Omega,Panhellenic,OMICRON ZETA CHAPTER OF CHI OMEGA FRATERNITY HOUSE CORPORATION,710588670,STATE UNIV,AR,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Chi,IFC,ETA RHO CHAPTER OF SIGMA CHI HOUSING CORP,630830703,ARAB,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Sigma Nu,IFC,IOTA LAMBDA ALUMNI CHAPTER OF SIGMA NU FRATERNITY,991477327,JACKSONVILLE,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Nu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Phi Alpha,NPHC,OMICRON LAMBDA CHAPTER ALPHA PHI ALPHA EDUCATION FOUNDATION INC,582089794,BIRMINGHAM,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Phi Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Alabama,Alpha Phi Alpha,NPHC,RHO ETA LAMBDA CHAPTER EDUCATION FOUNDATION ALPHA PHI ALPHA FRATERN,861122287,MADISON,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Phi Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Arkansas,Pi Kappa Alpha,IFC,PI KAPPA ALPHA HOUSE CORPORATION EPSILON PHI CHAPTER,237401372,LITTLE ROCK,AR,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Kappa Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Arkansas,Alpha Tau Omega,IFC,ALPHA TAU OMEGA FRATERNITY,300071085,JONESBORO,AR,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Alpha Tau Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Arkansas,Sigma Chi,IFC,SIGMA CHI BUILDING CORPORATION,710566015,LITTLE ROCK,AR,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Georgia,Phi Mu,Panhellenic,GAMMA LAMBDA OF PHI MU FRATERNITY HOUSE CORPORATION,560884215,PEACHTREE CTY,GA,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Mu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Georgia,Phi Mu,Panhellenic,PHI MU ALUMNAE CHAPTER,383807631,PEACHTREE CTY,GA,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Mu"" present as a phrase",same state only,in group 0763 (unverified),,REVIEW,IRS_EO_BMF
University of Georgia,Phi Mu,Panhellenic,PHI MU FOUNDATION,626042543,PEACHTREE CTY,GA,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Mu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
University of Arkansas,Kappa Alpha Order,IFC,ARKANSAS KAPPA ALPHA ORDER BUILDING CORP INC,710576496,JONESBORO,AR,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Order"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,ANNISTON PIEDMONT ALUMNI CHAPTER OF KAPPA ALPHA PSI INC,510196167,ANNISTON,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Phi Beta Sigma,NPHC,ALPHA CHI SIGMA ALUMNI CHAPTER PHI BETA SIGMA FRATERNITY INC,932655240,DOTHAN,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Beta Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,TALLASYLACA CHAPTER OF KAPPA ALPHA PSI FOUNDATION,204144568,SYLACAUGA,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,BIRMINGHAM ALUMNI CHAPTER KAPPA ALPHA PSI FRATERNITY INC,237279445,BIRMINGHAM,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,KAPPA ALPHA PSI GUIDE RIGHT FOUNDATION OF MONTGOMERY INC,800074492,MONTGOMERY,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,ALABASTER-PELHAM ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,883099068,PLEASANT GRV,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Phi Beta Sigma,NPHC,BETA EPSILON SIGMA CHAPTER FOUNDATION OF PHI BETA SIGMA FRAT,471593450,HUNTSVILLE,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Beta Sigma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,TUSCALOOSA ALIMNI KAPPA ALPHA PSI FOUNDATION,465119094,DEMOPOLIS,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Alpha Psi,NPHC,THE NORTHPORT AL ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,521229199,NORTHPORT,AL,PROPERTY_HOLDING_ENTITY,48,MEDIUM_CONFIDENCE,"org name ""Kappa Alpha Psi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Nu,IFC,IOTA LAMBDA HOUSE CORPORATION OF SIGMA NU FRATERNITY INC,334734684,JACKSONVILLE,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Nu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Nu,IFC,IOTA LAMBDA ALUMNI CHAPTER OF SIGMA NU FRATERNITY,991477327,JACKSONVILLE,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Nu"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Chi Omega,Panhellenic,CHI OMEGA HOUSING CORPORATION,596135388,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Chi Omega,Panhellenic,THE NU BETA CHAPTER OF THE CHI OMEGA HOUSE ASSOCIATION INC,636091968,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Chi Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Pi,IFC,SIGMA PI MISSISSIPPI HOUSE CORPORATION,371866424,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Delta Pi,Panhellenic,DELTA SIGMA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,474051390,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Delta Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Delta Pi,Panhellenic,GAMMA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,590641930,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Delta Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Theta Chi,IFC,UNIVERSITY OF ALABAMA CHAPTER OF THETA CHI HOUSING CORPORATION,451298367,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Theta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Alpha Epsilon,IFC,ALABAMA IOTA OF SIGMA ALPHA EPSILON ALUMNI ASSOCIATION,452463705,BIRMINGHAM,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Alpha Epsilon"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Chi,IFC,PSI CHAPTER OF SIGMA CHI HOUSE CORP,546038429,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Chi,IFC,ETA RHO CHAPTER OF SIGMA CHI HOUSING CORP,630830703,ARAB,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Chi,IFC,DELTA CHI ALUMNI-ACTIVE FRATERNAL ASSOCIATION AND HOUSING CORP,581922583,MONTEVALLO,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Delta Pi,Panhellenic,ZETA IOTA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,581793975,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Delta Pi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Gamma Delta,Panhellenic,MONTGOMERY ALUMNAE CHAPTER OF ALPHA GAMMA DELTA FRATERNITY,310971825,MONTGOMERY,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Gamma Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Kappa Epsilon,IFC,PSI OF DELTA KAPPA EPSILON HOUSE CORPORATION OF UNIVERSITY ALABAMA,631030493,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Kappa Epsilon"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Sigma Chi,IFC,SIGMA CHI HOUSE CORP OF TROY STATE UNIVERSITY,630847855,PIKE ROAD,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Sigma Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Chi,IFC,DELTA CHI-UNIVERSITY OF ALABAMA CHAPTER HOUSE CORPORATION,272795242,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Pi Kappa Phi,IFC,IOTA ALUMNI OF PI KAPPA PHI INC,581648136,TUSCALOOSA,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Pi Kappa Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Kappa Gamma,Panhellenic,EPSILON SIGMA HOUSE CORPORATION OF KAPPA KAPPA GAMMA FATERNITY,541055296,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Kappa Gamma,Panhellenic,BETA THETA HOUSE CORPORATION OF KAPPA KAPPA GAMMA FRATERNITY,730738019,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Xi Delta,Panhellenic,ALPHA XI DELTA BUILDING CORPORATION,480764903,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Xi Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Phi Delta Theta,IFC,PHI DELTA THETA CHAPTER HOUSE ASSOCIATION INC,593282583,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Delta Theta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Delta Delta,Panhellenic,DELTA MU CHAPTER OF DELTA DELTA DELTA FRATERNITY HOUSE ASSOCIATION,636053401,CAMDEN,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Delta Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Chi,IFC,TROY DELTA CHI EDUCATION FOUNDATION,851864576,DOTHAN,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Chi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Phi Sigma Kappa,IFC,OMICRON DEUTERON HOUSE CORPORATION OF PHI SIGMA KAPPA,371754619,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Sigma Kappa"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Kappa Gamma,Panhellenic,EPSILON PHI HOUSE CORP OF KAPPA KAPPA GAMMA,592021459,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Kappa Kappa Gamma,Panhellenic,BETA CHI HOUSE CORPORATION OF KAPPA KAPPA GAMMA,820640644,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Kappa Kappa Gamma"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Xi Delta,Panhellenic,ALPHA XI DELTA BUILDING CORPORATION OF BIRMINGHAM ALABAMA INC,721374531,CHELSEA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Xi Delta"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Phi Kappa Tau,ifc,PHI KAPPA TAU HOUSE CORP AT OLE MISS,640466827,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Phi Kappa Tau"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Lambda Chi Alpha,IFC,EPSILON CHI ZETA HOUSE CORPORATION OF LAMBDA CHI ALPHA FRATERNITY,237114590,TUSCALOOSA,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Lambda Chi Alpha"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Gamma Rho,IFC,THE ALPHA GAMMA RHO EDUCATIONAL FOUNDATION OF ALPHA GAMMA RHO,631178179,MONTGOMERY,AL,EDUCATIONAL_FOUNDATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Gamma Rho"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Delta Sigma Phi,IFC,ETA PSI ALUMNI CHAPTER OF DELTA SIGMA PHI,851661052,PRATTVILLE,AL,ALUMNI_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Delta Sigma Phi"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
Auburn University,Alpha Tau Omega,IFC,ALPHA TAU OMEGA HOUSE CORPORATION THETA ETA CHAPTER,850824093,FLORENCE,AL,HOUSE_CORPORATION,48,MEDIUM_CONFIDENCE,"org name ""Alpha Tau Omega"" present as a phrase",same state only,,,REVIEW,IRS_EO_BMF
