ein,legal_name,entity_type,entity_type_confidence,city,state,zip,irs_subsection,ntee_code,affiliation_code,group_exemption_number,asset_amt,income_amt,source
580585704,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1249,07,,9,0416,264518,1626420,IRS_EO_BMF
580595274,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1048,07,,9,0154,,,IRS_EO_BMF
581909461,SIGMA PHI HOUSE CORPORATION OF KAPPA DELTA SORORITY A VIRGINIA,HOUSE_CORPORATION,HIGH,ATHENS,GA,30606-3182,02,,3,,1263269,795076,IRS_EO_BMF
586067925,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1253,07,,9,0805,200263,455226,IRS_EO_BMF
311321638,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30602-0001,07,,9,1540,,,IRS_EO_BMF
912104579,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30604-7611,07,,9,1540,,,IRS_EO_BMF
582604504,OMEGA PSI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30604-5824,07,,9,1205,,,IRS_EO_BMF
581025461,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1229,07,,9,0204,157026,721391,IRS_EO_BMF
580679938,SIGMA PI FRATERNITY INTERNATIONAL INC,NATIONAL_PARENT,MEDIUM,ATHENS,GA,30605-1045,07,,9,0251,242034,539431,IRS_EO_BMF
272615266,PHI KAPPA TAU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30601-2838,07,B83,3,,30416,248112,IRS_EO_BMF
900526100,PHI KAPPA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1250,07,,9,1518,,,IRS_EO_BMF
580582498,MU CHAPTER OF SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-5100,07,,9,0238,,,IRS_EO_BMF
580592772,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1252,07,,9,0339,1060988,679989,IRS_EO_BMF
582281629,ALPHA ETA EDUCATIONAL FOUNDATION OF ALPHA GAMMA RHO FRATERNITY INC,EDUCATIONAL_FOUNDATION,HIGH,ATHENS,GA,30605-1252,03,B82,3,,,,IRS_EO_BMF
586035098,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30604-7051,07,,9,0339,1351504,138275,IRS_EO_BMF
911981486,GEORGIA DELTA OF SIGMA PHI EPSILON INC,UNKNOWN,LOW,ATHENS,GA,30605-1047,07,,3,,118300,564185,IRS_EO_BMF
580587177,THETA CHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30606-7992,07,,9,0241,137045,538220,IRS_EO_BMF
581847110,DELTA BETA ALUMNI OF THETA CHI INC,ALUMNI_CORPORATION,HIGH,ATHENS,GA,30606-4702,04,,3,,310937,196448,IRS_EO_BMF
310909146,PHI KAPPA PSI-GEORGIA ALPHA CHAPTER,LOCAL_CHAPTER_ENTITY,LOW,ATHENS,GA,30605-1884,07,B03,9,0301,7457,25618,IRS_EO_BMF
580590521,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-5100,07,,9,0355,71080,442214,IRS_EO_BMF
581625992,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1046,07,,9,0315,,,IRS_EO_BMF
900260016,EPSILON EPSILON OF BETA THETA PI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,ATHENS,GA,30608-0812,07,B83,3,,657659,112502,IRS_EO_BMF
580301953,KAPPA ALPHA ORDER,UNKNOWN,LOW,ATHENS,GA,30601-2531,07,,9,0066,97424,798375,IRS_EO_BMF
580560996,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30602-0001,07,,9,1064,390311,578797,IRS_EO_BMF
580596852,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1334,07,,9,0293,5345,111155,IRS_EO_BMF
580574897,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30601-2617,07,,9,0008,3401,104002,IRS_EO_BMF
580591246,TAU EPSILON PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-5100,07,,9,0261,420033,710135,IRS_EO_BMF
581743710,PHI MU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1046,07,,3,,3406620,1060335,IRS_EO_BMF
921849574,ALPHA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30602-0001,07,B83,9,6237,,,IRS_EO_BMF
616057246,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40588-1229,07,,9,1188,,,IRS_EO_BMF
580581459,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30601-2814,07,,9,0228,81392,691810,IRS_EO_BMF
581937914,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30603-0383,07,,9,0228,4600623,1300805,IRS_EO_BMF
580574987,PI KAPPA PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1334,07,,9,0424,44956,523559,IRS_EO_BMF
237279563,ATHENS ALUMNI CHAPTER OF KAPPA ALPHA PSI FRATERNITY INC,ALUMNI_CORPORATION,HIGH,ATHENS,GA,30606-3027,07,N50,3,,,,IRS_EO_BMF
871029745,KAPPA ALPHA PSI PROPELLING ATHENS KAPPA FOUNDATION INC,EDUCATIONAL_FOUNDATION,MEDIUM,ATHENS,GA,30606-1810,03,O99,3,,,,IRS_EO_BMF
580581268,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30606-5813,07,,9,0124,101923,174000,IRS_EO_BMF
934222514,DELTA KAPPA EPSILON COUNCIL,UNKNOWN,LOW,ATHENS,GA,30605-1884,07,,9,0599,10000,146379,IRS_EO_BMF
510234811,CHI OMEGA HOUSE CORPORATION MU BETA CHAPTER,HOUSE_CORPORATION,HIGH,ATHENS,GA,30605-1098,02,,3,,1658250,795291,IRS_EO_BMF
580574873,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,ATHENS,GA,30605-1048,07,,9,0273,201979,1442172,IRS_EO_BMF
611378746,PHI SIGMA RHO NATIONAL SORORITY,NATIONAL_PARENT,MEDIUM,LEXINGTON,KY,40508-0000,07,,9,5641,,,IRS_EO_BMF
610469791,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3403,07,,9,0805,253498,456875,IRS_EO_BMF
616034813,EPSILON OMEGA OF KAPPA DELTA HOUSE,PROPERTY_HOLDING_ENTITY,HIGH,LEXINGTON,KY,40508-3308,02,,3,,5439642,854946,IRS_EO_BMF
352581363,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3413,07,,9,0355,31364,192694,IRS_EO_BMF
237047004,DELTA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-1797,07,,9,0588,,,IRS_EO_BMF
611271642,DELTA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40506-0001,07,,9,0588,,,IRS_EO_BMF
310905748,LAMBDA ALPHA OF CHI OMEGA HOUSE CORPORATION INCORPORATED,HOUSE_CORPORATION,HIGH,LEXINGTON,KY,40507-0000,07,,3,,670721,553050,IRS_EO_BMF
610446350,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3342,07,,9,0273,172570,899119,IRS_EO_BMF
616026148,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-1797,07,B83,9,0273,35240,69842,IRS_EO_BMF
611197400,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40514-1773,07,,9,1540,,,IRS_EO_BMF
616042960,KAPPA ALPHA ORDER,UNKNOWN,LOW,LEXINGTON,KY,40508-2637,07,,9,0066,18805,175208,IRS_EO_BMF
610444977,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40503-1122,07,,9,0124,10519,310177,IRS_EO_BMF
616033534,DELTA TAU DELTA HOUSE CORP OF KY,HOUSE_CORPORATION,HIGH,LEXINGTON,KY,40513-1829,07,N50,3,,2776663,209211,IRS_EO_BMF
616038042,DELTA GAMMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40502-1814,07,,9,0461,,,IRS_EO_BMF
611269807,DELTA SIGMA PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40506-0001,07,,9,0588,16473,305478,IRS_EO_BMF
274575400,ZETA RHO CHAPTER OF THETA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40506-0001,07,N50,3,,7957,296278,IRS_EO_BMF
610448235,SIGMA NU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3308,07,,9,0238,,,IRS_EO_BMF
610242405,KAPPA KAPPA GAMMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-2613,07,,9,0894,,,IRS_EO_BMF
610447633,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-2636,07,,3,,34535,178300,IRS_EO_BMF
311101397,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40502-3161,07,,9,0154,,,IRS_EO_BMF
610450152,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3345,07,,9,0154,,,IRS_EO_BMF
510164540,UPSILON KAPPA OF PHI GAMMA DELTA HOUSE CORP,HOUSE_CORPORATION,HIGH,LEXINGTON,KY,40515-5536,07,,9,0204,541269,87930,IRS_EO_BMF
526036185,PHI GAMMA DELTA EDUCATIONAL FOUNDATION,EDUCATIONAL_FOUNDATION,HIGH,LEXINGTON,KY,40504-2648,03,,3,,34030382,28643324,IRS_EO_BMF
611207339,PHI GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3314,07,,9,0204,6875,217981,IRS_EO_BMF
310997348,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-1797,07,,9,0355,,,IRS_EO_BMF
310896719,ALPHA BETA LAMBDA CHAPTER OF ALPHA PHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,LOW,LEXINGTON,KY,40588-1248,03,,3,,,,IRS_EO_BMF
473589699,ZETA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40583-2551,07,,9,1474,,,IRS_EO_BMF
371612001,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3315,07,,9,0315,,,IRS_EO_BMF
237359145,SIGMA PI FRATERNITY HOUSING CORP,HOUSE_CORPORATION,HIGH,LEXINGTON,KY,40509-1758,07,,3,,600137,91832,IRS_EO_BMF
721023591,DELTA CHI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70803-0001,07,Y42,3,,650715,398249,IRS_EO_BMF
616042959,KAPPA ALPHA ORDER,UNKNOWN,LOW,LEXINGTON,KY,40508-1797,07,,9,0066,7186,87271,IRS_EO_BMF
237127780,SIGMA PI FRATERNITY INTERNATIONAL INC,NATIONAL_PARENT,MEDIUM,LEXINGTON,KY,40509-1758,07,,9,0251,,,IRS_EO_BMF
720603683,DELTA KAPPA OF ZETA TAU ALPHA HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70808-4787,02,,3,,1335821,490071,IRS_EO_BMF
510173975,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-5456,07,,9,0273,,,IRS_EO_BMF
726021413,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-4684,07,,9,0273,9978075,2148985,IRS_EO_BMF
726034029,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-4684,07,,9,0273,597146,601621,IRS_EO_BMF
510253319,SIGMA PI FRATERNITY INTERNATIONAL INC,NATIONAL_PARENT,MEDIUM,LEXINGTON,KY,40509-1758,07,,9,0251,,,IRS_EO_BMF
611120060,SIGMA PI FRATERNITY INTERNATIONAL INC,NATIONAL_PARENT,MEDIUM,LEXINGTON,KY,40503-1064,07,,9,0251,,,IRS_EO_BMF
556028175,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40508-3403,07,B83,9,0416,591825,1030597,IRS_EO_BMF
616031986,ALPHA GAMMA DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,LEXINGTON,KY,40509-4522,07,,9,0416,,,IRS_EO_BMF
720961914,DELTA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70803-0001,07,Y42,9,0401,78561,513212,IRS_EO_BMF
720873120,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-4684,07,,9,0339,676215,762272,IRS_EO_BMF
726027982,PI KAPPA ALPHA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70809-9660,07,,9,0355,2804906,762920,IRS_EO_BMF
726036072,DELTA GAMMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70810-4738,07,,9,0461,,,IRS_EO_BMF
726032539,HOUSE CORPORATION OF DELTA TAU DELTA L S U INC,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70801-0027,02,S47,3,,200174,239266,IRS_EO_BMF
931715399,DELTA TAU DELTA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70803-0001,07,,9,0124,69475,607690,IRS_EO_BMF
922730634,GAMMA IOTA CHAPTER OF SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70809-1231,07,B83,3,,40443,282626,IRS_EO_BMF
720482627,PI KAPPA ALPHA FATERNITY,UNKNOWN,LOW,BATON ROUGE,LA,70803-0001,07,,9,0355,12500,165900,IRS_EO_BMF
237050993,DELTA ZETA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-4787,07,,9,0310,,,IRS_EO_BMF
831181732,LOUISIANA CHAPTERS OF PHI BETA SIGMA FRATERNITY INCORPORATED,UNKNOWN,LOW,BATON ROUGE,LA,70821-4665,03,Y03,3,,,,IRS_EO_BMF
726040902,LOUISIANA BETA OF PI BETA PHI HOUSE ASSOCIATION,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70896-6132,07,B83,3,,1028887,713100,IRS_EO_BMF
237069145,DELTA OMEGA HOUSE CORPORATION OF DELTA DELTA DELTA FRATERNITY,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70808-4787,02,,3,,2610372,455642,IRS_EO_BMF
200085199,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70814-4240,07,,9,1540,,,IRS_EO_BMF
726034308,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70807-5456,07,,9,1540,,,IRS_EO_BMF
726034315,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70807-5456,07,,9,1540,104542,69032,IRS_EO_BMF
813514137,OMEGA CHAPTER OF ALPHA DELTA PI HOUSE CORPORATION,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70808-0000,07,N50,3,,1362219,837944,IRS_EO_BMF
721250703,ZETA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70879-6136,07,B83,3,,,,IRS_EO_BMF
743066257,ZETA PHI BETA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70807-5546,03,B82,9,1474,,,IRS_EO_BMF
720416943,KAPPA ALPHA ORDER,UNKNOWN,LOW,BATON ROUGE,LA,70894-0000,07,,9,0066,5699,879449,IRS_EO_BMF
720626670,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70894-0000,07,,9,0154,,,IRS_EO_BMF
726027219,DELTA KAPPA HOUSE CORP KAPPA ALPHA THETA,HOUSE_CORPORATION,HIGH,BATON ROUGE,LA,70806-6919,02,,3,,1068640,222066,IRS_EO_BMF
726028094,KAPPA ALPHA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70808-5811,07,,9,0154,,,IRS_EO_BMF
264121711,LAMBDA KAPPA KAPPA CHAPTER OF OMEGA PSI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70806-3238,07,S03,3,,,,IRS_EO_BMF
861831306,LAMBDA ALPHA CHAPTER OF OMEGA PSI PHI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,LOW,BATON ROUGE,LA,70806-1804,10,Y40,3,,40258,115926,IRS_EO_BMF
720627853,KAPPA KAPPA GAMMA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70803-0001,07,,9,0894,,,IRS_EO_BMF
721132573,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70874-4139,07,,9,1188,,,IRS_EO_BMF
726027878,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70894-0000,07,,9,0805,634759,618529,IRS_EO_BMF
640927211,OMEGA PSI PHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39760-2241,07,,9,1205,,,IRS_EO_BMF
640868872,DELTA OMEGA CHAPTER HOUSE CORPORATION OF KAPPA DELTA,HOUSE_CORPORATION,HIGH,STARKVILLE,MS,39760-0720,07,N50,3,,3831897,1894891,IRS_EO_BMF
640120597,KAPPA ALPHA ORDER,UNKNOWN,LOW,STARKVILLE,MS,39759-0000,07,,9,0066,12234,662448,IRS_EO_BMF
430661687,ALPHA EPSILON PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-7206,07,,9,1064,8047,157073,IRS_EO_BMF
852032822,SIGMA PHI EPSILON FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-5134,07,B83,9,0309,6779,233045,IRS_EO_BMF
436065825,SOCIETY OF BETA SIGMA PSI,UNKNOWN,LOW,COLUMBIA,MO,65203-0000,07,,9,0803,17587,239976,IRS_EO_BMF
431831345,DELTA XI OF DELTA DELTA DELTA EDUCATIONAL FOUNDATION,EDUCATIONAL_FOUNDATION,HIGH,COLUMBIA,MO,65201-5145,03,B82,3,,,,IRS_EO_BMF
237279442,KAPPA ALPHA PSI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70821-2747,07,,9,1372,,,IRS_EO_BMF
521591810,KAPPA ALPHA PSI FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70821-2747,07,,9,1372,,,IRS_EO_BMF
726033317,KAPPA ALPHA PSI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70821-2747,07,,9,1372,,,IRS_EO_BMF
720830828,PHI MU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,BATON ROUGE,LA,70820-4311,07,,9,0763,,,IRS_EO_BMF
020793476,ZETA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39759-2083,07,,9,1474,,,IRS_EO_BMF
640390595,LAMBDA CHI ALPHA FRATERNITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39759-0281,07,,9,0293,13405,1059959,IRS_EO_BMF
851653696,EPSILON-CHI ZETA ALUMNI ASSOCIATION OF LAMBDA CHI ALPHA,ALUMNI_CORPORATION,HIGH,STARKVILLE,MS,39762-0000,07,N50,3,,,,IRS_EO_BMF
831721448,STARKVILLE SIGMA CHI ALUMNI INC,ALUMNI_CORPORATION,HIGH,STARKVILLE,MS,39760-1345,07,B84,3,,,,IRS_EO_BMF
640641479,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39759-0123,07,,9,1188,,,IRS_EO_BMF
475663599,EDUCATIONAL FOUNDATION OF THE ALPHA KAPPA CHAPTER OF THE KAPPA ALPHA,EDUCATIONAL_FOUNDATION,HIGH,COLUMBIA,MO,65203-1299,03,B82,3,,,,IRS_EO_BMF
340435674,MISSISSIPPI STATE UNIVERSITY DELTA CHI BUILDING CORPORATION,HOUSE_CORPORATION,HIGH,STARKVILLE,MS,39760-0790,07,N03,3,,898844,298055,IRS_EO_BMF
203723722,MSU DELTA CHI ALUMNI ASSOCIATION INC,ALUMNI_CORPORATION,HIGH,STARKVILLE,MS,39760-0790,07,N50,3,,,,IRS_EO_BMF
640310946,SIGMA ALPHA EPSILON FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39760-1013,07,,9,0228,267987,1166735,IRS_EO_BMF
311333131,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39760-1022,07,,9,1540,,,IRS_EO_BMF
311360148,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39760-1022,07,,9,1540,,,IRS_EO_BMF
364944235,SIGMA GAMMA RHO SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,STARKVILLE,MS,39760-1022,07,,9,1540,,,IRS_EO_BMF
646022216,PHI KAPPA TAU HOUSE CORP,HOUSE_CORPORATION,HIGH,STARKVILLE,MS,39760-0607,02,,3,,289842,118685,IRS_EO_BMF
992891533,ALPHA CHI CHAPTER OF PHI KAPPA TAU AFFORDABLE HOUSING AND SCHOLARSHIP,SCHOLARSHIP_FOUNDATION,HIGH,STARKVILLE,MS,39760-0607,03,B82,3,,,,IRS_EO_BMF
364933958,SIGMA SIGMA SIGMA CHAPTER,LOCAL_CHAPTER_ENTITY,LOW,COLUMBIA,MO,65201-5142,07,,9,0631,,,IRS_EO_BMF
911904326,SIGMA SIGMA SIGMA INC,UNKNOWN,LOW,COLUMBIA,MO,65215-0001,07,,9,0631,,,IRS_EO_BMF
436075111,SIGMA ALPHA EPSILON CLUB OF COLUMBIA MISSOURI,UNKNOWN,LOW,COLUMBIA,MO,65201-5561,07,,3,,3518965,207914,IRS_EO_BMF
463509823,BETA BETA ALUMNI OF THE DELTA SIGMA PHI FRATERNITY,ALUMNI_CORPORATION,HIGH,COLUMBIA,MO,65201-0000,07,N50,3,,2134430,285291,IRS_EO_BMF
721523824,PHI MU FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65203-0000,07,Y42,9,0763,2355560,979030,IRS_EO_BMF
430282880,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-5141,07,,9,0198,324098,337312,IRS_EO_BMF
436059582,GAMMA PHI BETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-5141,07,,9,0198,8513431,1455713,IRS_EO_BMF
436050433,ALPHA PHI HOUSE CORPORATION BOARD- UNIVERSITY OF MISSOURI,HOUSE_CORPORATION,HIGH,COLUMBIA,MO,65203-0000,07,,1,,14772857,1877098,IRS_EO_BMF
510245814,ALPHA GAMMA CHAPTER OF ALPHA DELTA PI HOUSE CORP,HOUSE_CORPORATION,HIGH,COLUMBIA,MO,65201-5140,07,,3,,2429580,1328438,IRS_EO_BMF
430456430,PHI DELTA THETA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65203-0000,07,,9,0164,77143,1121231,IRS_EO_BMF
237357051,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65205-0364,07,,9,1188,,,IRS_EO_BMF
521329194,DELTA SIGMA THETA SORORITY INC,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65205-7655,07,,9,1188,,,IRS_EO_BMF
436031386,DELTA XI BLDG CORP OF DELTA DELTA DELTA,UNKNOWN,LOW,COLUMBIA,MO,65203-5209,07,Y99,3,,5414258,797541,IRS_EO_BMF
430214640,CHI OMEGA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65205-1245,07,,9,0273,145556,438406,IRS_EO_BMF
436052949,RHO ALPHA OF CHI OMEGA INC,PROPERTY_HOLDING_ENTITY,HIGH,COLUMBIA,MO,65205-1245,02,,3,,4549427,1398115,IRS_EO_BMF
237180149,PHI DELTA THETA CLUB OF COLUMBIA MISSOURI,UNKNOWN,LOW,COLUMBIA,MO,65203-4256,07,N50,3,,3044945,289279,IRS_EO_BMF
431098570,KAPPA DELTA SORORITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-0000,07,,9,0805,345109,553963,IRS_EO_BMF
430156640,ALPHA GAMMA RHO FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65203-4608,07,,9,0339,65920,502760,IRS_EO_BMF
436052133,ALPHA GAMMA RHO BUILDING ASSOCIATION,HOUSE_CORPORATION,HIGH,COLUMBIA,MO,65203-6804,02,,3,,2105438,555202,IRS_EO_BMF
436052199,BETA THETA PI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,COLUMBIA,MO,65201-8310,07,,9,0315,113635,1526011,IRS_EO_BMF
900767327,KAPPA SIGMA FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,NORMAN,OK,73072-7117,07,,9,0262,120119,1346937,IRS_EO_BMF
736100261,SIGMA CHI FRATERNITY,LOCAL_CHAPTER_ENTITY,MEDIUM,NORMAN,OK,73070-6287,07,,9,0008,2005911,1044409,IRS_EO_BMF
